

   43.Паралл.программ.  ;ИМИ ; 4; 29; 2;05211 05310                   ; 24;  ;   ;   ; 48;  48;  5;  5;   ;   ;  8;     ;   ;  85  

   44.Паралл.программ.  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 22;  22;  4;  4;   ;   ;   ;     ;   ;  26  

   45.Сист.искус.интел  ;ИМИ ; 4; 19; 1;05411                         ; 16; 2;   ;   ; 30;  30;  3;  3;   ;  6;   ;     ;   ;  57  

   46.Арх.выч.сис и КС  ;ИМИ ; 4; 48; 3;05211 05411 05310             ; 12;  ;   ;   ; 12;  24;  2;  4;   ;   ; 13;     ;   ;  53  

   47.Арх.выч.сис и КС  ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ; 16;  16;  3;  3;   ;   ;   ;     ;   ;  19  

   48.Прав.защ.инт.соб  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 12;  12;   ;   ;   ;   ;  3;     ;   ;  15  

   49.Инф.безопасность  ;ИМИ ; 4; 18; 1;05211                         ;   ;  ;   ;   ; 36;  36;   ;   ;   ;   ;   ;     ;   ;  36  

   50.Web программир е  ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ; 30;  30;   ;   ;   ;   ;   ;     ;   ;  30  

   51.Web программир е  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 34;  34;   ;   ;   ;   ;   ;     ;   ;  34  

   52.Информатика       ;ИЭУ ; 1; 42; 2;11541 11542                   ; 18; 4;   ;   ; 18;  72;  4;  8;   ; 14;   ;     ;   ; 116  

   53.Информатика       ;ИЭУ ; 1; 53; 2;11440 11140                   ; 18; 4;   ;   ; 18;  72;  4;  8;   ; 18;   ;     ;   ; 120  

   54.Программирование  ;ИЭУ ; 2; 14; 1;11330                         ; 18; 2;   ;   ; 18;  18;  4;  4;   ;  5;   ;     ;   ;  47  

   55.Неч.лог,нейр.сет  ;ИЭУ ; 4;  7; 1;11310                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  2;   ;     ;   ;  83  

   56.Выч.сист,коммун.  ;ЗИЭУ; 3;  9; 1;11530с                        ;  6;  ;  6;  6;   ;    ;  1;  1;   ;   ;  2;     ;   ;  15  

   57.Информ.и програм  ;ЗИМИ; 2;  8; 1;05330з                        ;   ; 2;   ;   ; 14;  14;   ;   ;   ;  3;   ;   4 ;   ;  23  

   58.Объек ориен.прог  ;ЗИМИ; 3;  6; 1;05330с                        ;   ;  ;   ;   ; 16;  16;   ;   ;   ;   ;  2;   3 ;   ;  21  

   59.Инф.сис.и технол  ;ЗИМИ; 3;  6; 1;05330с                        ;   ;  ;   ;   ; 10;  10;   ;   ;   ;   ;  2;   3 ;   ;  15  

   60.Проект.инф.сист.  ;ЗИМИ; 3;  6; 1;05330с                        ;  6;  ;   ;   ;  6;   6;  1;  1;   ;   ;   ;     ;   ;  13  

   61.Базы данных       ;ЗИМИ; 3;  6; 1;05330с                        ;  8;  ;   ;   ;  8;   8;  2;  2;   ;   ;  2;   3 ;   ;  23  

   62.Языки программ.   ;ФИЛА; 1;  5; 1;70640                         ; 18; 2;   ;   ; 36;  36;  4;  4;   ;  2;   ;     ;   ;  62  

   63.Научн исс.практ.  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  36  

   64.Рук во маг.1года  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 270  

   65.ГЭК               ;ИМИ ; 2;  3; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   6  

   66.Учебная практика  ;ИМИ ; 2; 28; 1;05330                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  30  

   67.Рецензирован.ВКР  ;ИМИ ; 2;  4; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   8  

   68.Научн исс.практ.  ;ИМИ ; 2;  4; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  52  

   69.ГАК(защита ВКР)   ;ИМИ ; 2;  4; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   8  

   70.ВКР,магистратура  ;ИМИ ; 2;  4; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 144  

   71.ГЭК               ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  38  

   72.ГЭК               ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  22  

   73.ГЭК               ;ИМИ ; 4;  2; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   4  

   74.Рецензирован.ВКР  ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  19  

 

   75.Рецензирован.ВКР  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  11  

   76.ГАК(защита ВКР)   ;ИМИ ; 4; 15; 1;05411                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  30  

   77.ГАК(защита ВКР)   ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  22  

   78.ВКР,бакалавриат   ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 418  

   79.ВКР,бакалавриат   ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 242  

   80.ВКР,специалитет   ;ИМИ ; 5; 15; 1;05400                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 405  

   81.ГЭК               ;ИМИ ; 5; 15; 1;05400                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  30  

   82.ГЭК               ;ИМИ ; 5;  2; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   4  

   83.Произв.практика   ;ИМИ ; 5; 15; 1;05400                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 105  

   84.Рецензирован.ВКР  ;ИМИ ; 5; 15; 1;05400                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  15  

   85.ГАК(защита ВКР)   ;ИМИ ; 5; 15; 1;05400                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  30  

   86.Рук во маг.прогр  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   87.Обзорные лекции   ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  38  

   88.Рук во аспирант.  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  25  

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

 

    1.Численные методы  ;ИМИ ; 1; 34; 1;05240                         ; 36;  ;   ;   ; 36;  72;  7;  7;   ;   ;  9;     ;   ; 124  

    2.Вв.в оптимизацию  ;ИМИ ; 1; 34; 1;05240                         ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  9;     ;   ;  88  

    3.Совр.проблПМиИнф  ;ИМИ ; 1; 10; 1;05240м                        ; 16; 2;   ;   ;   ;    ;  3;  3;   ;  3;   ;     ;   ;  24  

    4.Разр.пр.мат.прог  ;ИМИ ; 1; 10; 1;05240м                        ;   ; 2;   ;   ; 16;  16;   ;   ;   ;  3;   ;     ;   ;  21  

    5.Прикл.з чи вар.и  ;ИМИ ; 1; 10; 1;05240м                        ; 16; 2; 16; 16;   ;    ;  3;  3;   ;  3;   ;     ;   ;  40  

    6.Интегро диф.ур я  ;ИМИ ; 1; 10; 1;05240м                        ; 16;  ; 16; 16;   ;    ;  3;  3;   ;   ;  3;     ;   ;  38  

    7.Непрер.мат.модел  ;ИМИ ; 1; 10; 1;05240м                        ; 16;  ;   ;   ;   ;    ;  3;  3;   ;   ;  3;     ;   ;  22  

    8.Дискр.и мат. мод  ;ИМИ ; 1; 10; 1;05240м                        ; 16;  ; 16; 16;   ;    ;  3;  3;   ;   ;  3;     ;   ;  38  

    9.Мод иеМетКонЭлем  ;ИМИ ; 1; 10; 1;05240м                        ; 16;  ;   ;   ; 16;  16;  3;  3;   ;   ;  3;     ;   ;  38  

   10.Числ.мет.опт.упр  ;ИМИ ; 1; 10; 1;05240м                        ; 16; 2;   ;   ; 16;  16;  3;  3;   ;  3;   ;     ;   ;  40  

   11.Дифф.уравнения    ;ИМИ ; 2; 38; 2;05230 05430                   ; 36; 4; 36; 72;   ;    ;  7; 14;   ; 13;   ;     ;   ; 139  

   12.Численные методы  ;ИМИ ; 2; 28; 1;05330                         ; 36; 2;   ;   ; 36;  72;  7;  7;   ;  9;   ;     ;   ; 126  

   13.Исс.опер,мет.опт  ;ИМИ ; 2; 28; 1;05330                         ; 36;  ; 18; 18;   ;    ;  7;  7;   ;   ;  7;     ;   ;  68  

   14.Уравн.матфизики   ;ИМИ ; 3; 13; 1;05221                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  4;   ;     ;   ;  85  

   15.Теор.вер,матстат  ;ИМИ ; 3; 60; 3;05221 05421 05321             ; 36; 4; 36;108;   ;    ;  7; 21;   ; 15;  9;     ;   ; 193  

   16.Численные методы  ;ИМИ ; 3; 49; 4;05120 05221 05321 05520       ; 36;  ;   ;   ; 36;  36;  7; 28;   ;   ; 12;     ;   ; 112  

   17.Методы оптимиз.   ;ИМИ ; 3; 13; 1;05221                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  4;   ;     ;   ;  85  

   18.Лин.программиров  ;ИМИ ; 3; 13; 1;05221                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  4;   ;     ;   ;  85  

   19.К/Р ПМ            ;ИМИ ; 3; 25; 1;05321                         ;   ;  ;   ;   ;   ;    ;   ;   ; 75;   ;   ;     ;   ;  75  

   20.Курсовая работа   ;ИМИ ; 3; 13; 1;05221                         ;   ;  ;   ;   ;   ;    ;   ;   ; 39;   ;   ;     ;   ;  39  

   21.Моделир.системы   ;ИМИ ; 3; 13; 1;05221                         ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  3;     ;   ;  82  

   22.Спец.мат.пакеты   ;ИМИ ; 3; 13; 1;05221                         ; 18;  ;   ;   ; 18;  18;  4;  4;   ;   ;  3;     ;   ;  43  

   23.Теор.вер,случ.пр  ;ИМИ ; 3;  3; 1;05120                         ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  1;     ;   ;  80  

   24.Численн.методы..  ;ИМИ ; 3; 12; 2;05120 05520                   ;   ;  ;   ;   ; 36;  36;   ;   ;   ;   ;   ;     ;   ;  36  

   25.Численн.методы..  ;ИМИ ; 3; 12; 1;05321                         ;   ;  ;   ;   ; 36;  36;   ;   ;   ;   ;   ;     ;   ;  36  

   26.Численн.методы..  ;ИМИ ; 3; 13; 1;05321                         ;   ;  ;   ;   ; 36;  36;   ;   ;   ;   ;   ;     ;   ;  36  

   27.Численные методы  ;ИМИ ; 4; 29; 2;05211 05310                   ; 24; 4; 24; 24; 12;  12;  5;  5;   ; 10;   ;     ;   ;  79  

   28.Численные методы  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ;   ;    ;  4;  4;   ;   ;   ;     ;   ;   4  

   29.Оптимальн.управл  ;ИМИ ; 4; 18; 1;05211                         ; 24; 2; 12; 12;   ;    ;  5;  5;   ;  6;   ;     ;   ;  49  

   30.Теория игр        ;ИМИ ; 4; 18; 1;05211                         ; 24; 2; 24; 24;   ;    ;  5;  5;   ;  6;   ;     ;   ;  61  

   31.Теор.вер,случ.пр  ;ИМИ ; 4; 16; 1;05110                         ; 14; 2; 14; 14;   ;    ;  3;  3;   ;  5;   ;     ;   ;  38  

   32.МетСистАнПринРеш  ;ИМИ ; 4; 18; 1;05211                         ; 12;  ; 12; 12;   ;    ;  2;  2;   ;   ;  5;     ;   ;  31  

   33.ИнтУрав,ВарИсчис  ;ФТФ ; 2; 18; 1;06130                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  5;     ;   ;  45  

   34.Теор.вер,матстат  ;ИФ  ; 2;  9; 1;08530                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  2;     ;   ;  42  

   35.Математика        ;ИЭУ ; 1; 32; 1;11440                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ; 11;   ;     ;   ;  92  

   36.Теор.вер,матстат  ;ИЭУ ; 1; 42; 2;11541 11542                   ; 18; 2; 18; 36;   ;    ;  4;  8;   ;  6;  6;     ;   ;  76  

   37.Теор.вер,матстат  ;ИЭУ ; 2; 27; 2;11530 11330                   ; 18; 2; 18; 18;   ;    ;  4;  4;   ;  9;   ;     ;   ;  51  



   38.Иссл е операций   ;ИЭУ ; 2; 14; 1;11330                         ; 18;  ; 36; 36;   ;    ;  4;  4;   ;   ;  4;     ;   ;  62  

   39.Мет.опт.решений   ;ИЭУ ; 2; 22; 1;11530                         ; 18;  ; 36; 36;   ;    ;  4;  4;   ;   ;  6;     ;   ;  64  

   40.Мат.статистика    ;ЗСПФ; 2; 20; 1;15130з                        ;  4;  ;  6;  6;   ;    ;  1;  1;   ;   ;  5;     ;   ;  16  

   41.Дифф.уравнения    ;ЗИЭУ; 2;  5; 1;11530з                        ;  4; 2;  4;  4;   ;    ;  1;  1;   ;  2;   ;   3 ;   ;  16  

   42.Теор.вер,матстат  ;ЗИЭУ; 2; 35; 3;11530з 11540с 11543с          ;  6; 2;  6;  6;   ;    ;  1;  1;   ; 12;   ;  18 ;   ;  45  

   43.Мет.опт.решений   ;ЗИЭУ; 2;  5; 1;11530з                        ;  8;  ; 12; 12;   ;    ;  2;  2;   ;   ;  1;     ;   ;  23  

   44.Теор.вер,матстат  ;ЗИМИ; 2;  8; 1;05330з                        ;  6; 2;  6;  6;   ;    ;  1;  1;   ;  3;   ;   4 ;   ;  22  

   45.Теор.сис,сис.ан.  ;ЗИМИ; 2;  8; 1;05330з                        ;  4; 2;  4;  4;   ;    ;  1;  1;   ;  3;   ;   4 ;   ;  18  

   46.Тех.обраб,ан.дан  ;ЗИМИ; 2;  8; 1;05330з                        ;   ;  ;   ;   ;  6;   6;   ;   ;   ;   ;   ;     ;   ;   6  

   47.Численные методы  ;ЗИМИ; 3;  6; 1;05330с                        ;  2; 2;   ;   ;  2;   2;   ;   ;   ;  2;   ;   3 ;   ;  11  

   48.Исс.опер,мет.опт  ;ЗИМИ; 3;  6; 1;05330с                        ;   ; 2;   ;   ;   ;    ;   ;   ;  6;  2;   ;     ;   ;  10  

   49.Мат,имит.моделир  ;ЗИМИ; 3;  6; 1;05330с                        ;  4;  ;  4;  4;   ;    ;  1;  1;   ;   ;  2;   3 ;   ;  14  

   50.Численные методы  ;ФИЛА; 1;  5; 1;70640                         ; 36;  ;   ;   ; 36;  36;  7;  7;   ;   ;  1;     ;   ;  80  

   51.Вв.в оптимизацию  ;ФИЛА; 1;  5; 1;70640                         ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  1;     ;   ;  80  

   52.Теор.вер,матстат  ;ФИЛА; 2;  5; 1;70832                         ; 18; 2; 18; 18;   ;    ;  4;  4;   ;  2;   ;     ;   ;  44  

   53.Мет.опт.решений   ;ФИЛА; 2;  5; 1;70832                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  1;     ;   ;  41  

   54.Научн исс.практ.  ;ИМИ ; 1; 10; 1;05240м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  20  

   55.Рук во маг.1года  ;ИМИ ; 1; 10; 1;05240м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 300  

   56.ГЭК               ;ИМИ ; 2;  5; 1;05230м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   57.Учебная практика  ;ИМИ ; 2; 15; 1;05230                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  30  

   58.Рецензирован.ВКР  ;ИМИ ; 2;  5; 1;05230м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   59.Научн исс.практ.  ;ИМИ ; 2;  5; 1;05230м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  75  

   60.ГАК(защита ВКР)   ;ИМИ ; 2;  5; 1;05230м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   61.ВКР,магистратура  ;ИМИ ; 2;  5; 1;05230м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 180  

   62.ГЭК               ;ИМИ ; 4;  9; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  18  

   63.Рецензирован.ВКР  ;ИМИ ; 4; 18; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  18  

   64.ГАК(защита ВКР)   ;ИМИ ; 4; 18; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  36  

   65.ВКР,бакалавриат   ;ИМИ ; 4; 18; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 396  

   66.ВКР,специалитет   ;ИМИ ; 5; 13; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 351  

   67.ГЭК               ;ИМИ ; 5;  7; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  14  

   68.Произв.практика   ;ИМИ ; 5; 13; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  91  

   69.Рецензирован.ВКР  ;ИМИ ; 5; 13; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  13  

   70.ГАК(защита ВКР)   ;ИМИ ; 5; 13; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  26  

   71.Рук во маг.прогр  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   72.Обзорные лекции   ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  17  

   73.Рук во аспирант.  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 125  

   
